stage,iteration,temperature,current_cost,new_cost,best_cost,current_distance,best_distance,accepted,reward,rem_idx,ins_idx,noise_idx,q_removed,unassigned,is_unvisited
stage1,105,209.77473752620548,2735.7190307554074,2738.5299469079678,2728.7464319945275,2738.5299469079678,2728.7464319945275,1,-0.0009247384358055862,0,0,1,12,0,1
stage1,106,209.77263977883024,2738.5299469079678,2738.1223060552143,2728.7464319945275,2738.1223060552143,2728.7464319945275,1,0.00013396850667723642,0,0,0,8,0,1
stage1,107,209.77054205243246,2738.1223060552143,2749.4563026038454,2728.7464319945275,2749.4563026038454,2728.7464319945275,1,-0.003725398559154917,1,0,1,10,0,1
stage1,108,209.76844434701195,2749.4563026038454,2749.4563026038454,2728.7464319945275,2749.4563026038454,2728.7464319945275,1,0.0,2,0,1,4,0,0
stage1,109,209.76634666256848,2749.4563026038454,2743.503476689421,2728.7464319945275,2743.503476689421,2728.7464319945275,1,0.0019485828226868745,1,0,0,11,0,1
stage1,110,209.76424899910185,2743.503476689421,2743.503476689421,2728.7464319945275,2743.503476689421,2728.7464319945275,1,0.0,1,0,1,4,0,0
stage1,111,209.76215135661187,2743.503476689421,2743.3956210689335,2728.7464319945275,2743.3956210689335,2728.7464319945275,1,3.538178801795538e-05,2,0,1,7,0,1
stage1,112,209.7600537350983,2743.3956210689335,2738.6781225126883,2728.7464319945275,2738.6781225126883,2728.7464319945275,1,0.0015476253836718956,1,0,0,6,0,1
stage1,113,209.75795613456094,2738.6781225126883,2739.5007565579085,2728.7464319945275,2739.5007565579085,2728.7464319945275,1,-0.0002703386844230123,0,0,1,11,0,1
stage1,114,209.7558585549996,2739.5007565579085,2734.1312732599445,2728.7464319945275,2734.1312732599445,2728.7464319945275,1,0.0017640203079336127,1,0,0,12,0,1
stage1,115,209.75376099641406,2734.1312732599445,2734.1312732599445,2728.7464319945275,2734.1312732599445,2728.7464319945275,1,0.0,2,0,0,4,0,0
stage1,116,209.7516634588041,2734.1312732599445,2734.1312732599445,2728.7464319945275,2734.1312732599445,2728.7464319945275,1,0.0,0,0,0,7,0,0
stage1,117,209.7495659421695,2734.1312732599445,2734.1312732599445,2728.7464319945275,2734.1312732599445,2728.7464319945275,1,0.0,0,0,0,10,0,0
stage1,118,209.7474684465101,2734.1312732599445,202727.45910796258,2728.7464319945275,2734.1312732599445,2728.7464319945275,0,-14.629583923610468,1,0,1,9,0,1
stage1,119,209.74537097182565,2734.1312732599445,2734.1312732599445,2728.7464319945275,2734.1312732599445,2728.7464319945275,1,0.0,0,0,1,4,0,0
stage1,120,209.74327351811596,2734.1312732599445,2733.440089760764,2728.7464319945275,2733.440089760764,2728.7464319945275,1,0.00022751839143438955,1,0,0,10,0,1
stage1,1,188.32416053697577,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,7,4,0
stage1,2,188.3222772953704,42610.72721815047,402616.2866651448,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6912320716128402,1,0,1,4,4,1
stage1,3,188.32039407259748,42610.72721815047,402610.39914956666,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6896258503247406,2,0,0,10,4,1
stage1,4,188.31851086865677,42610.72721815047,402616.2358734376,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6912182147117056,0,0,1,8,4,1
stage1,5,188.3166276835481,42610.72721815047,502611.83055893827,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1603341217216547,0,0,1,11,4,1
stage1,6,188.31474451727127,42610.72721815047,402678.8933636488,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7083123171902421,0,0,1,6,4,1
stage1,7,188.3128613698261,42610.72721815047,502669.6653397443,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1761125013948694,1,0,0,9,4,1
stage1,8,188.3109782412124,42610.72721815047,502673.0418690496,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1770336799765904,1,0,1,11,4,1
stage1,9,188.30909513143,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,1,9,4,0
stage1,10,188.3072120404787,42610.72721815047,502769.9640650467,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.203475817145439,0,0,0,8,4,1
stage1,11,188.3053289683583,42610.72721815047,402611.7408322455,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6899918857520804,0,0,1,8,4,1
stage1,12,188.30344591506864,42610.72721815047,502773.84436412866,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.2045344332810406,1,0,0,4,4,1
stage1,13,188.30156288060948,42610.72721815047,602672.169704081,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.6471134944132144,1,0,1,11,4,1
stage1,14,188.29967986498067,42610.72721815047,402714.5572035283,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7180420610983465,2,0,1,9,4,1
stage1,15,188.29779686818205,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,7,4,0
stage1,16,188.29591389021337,42610.72721815047,402609.80540537357,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6894638661142576,2,0,0,9,4,1
stage1,17,188.29403093107447,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,1,4,4,0
stage1,18,188.29214799076516,42610.72721815047,402686.84605824447,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.710481956860468,0,0,0,6,4,1
stage1,19,188.29026506928525,42610.72721815047,502755.2868019396,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1994715929288042,1,0,1,10,4,1
stage1,20,188.28838216663456,42610.72721815047,502678.0309765121,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1783947991971897,0,0,1,11,4,1
stage1,21,188.2864992828129,42610.72721815047,402610.21436988696,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6895754390687117,1,0,0,8,4,1
stage1,22,188.2846164178201,42610.72721815047,402616.0846686223,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6911769632890943,2,0,1,8,4,1
stage1,23,188.28273357165594,42610.72721815047,402615.5110402997,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6910204670537998,1,0,1,9,4,1
stage1,24,188.28085074432022,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,1,5,4,0
stage1,25,188.27896793581277,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,0,8,4,0
stage1,26,188.27708514613343,42610.72721815047,502730.339362333,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1926654778454275,0,0,0,8,4,1
stage1,27,188.27520237528196,42610.72721815047,402610.54698106,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6896661814437781,1,0,0,8,4,1
stage1,28,188.27331962325823,42610.72721815047,502801.47259580693,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.2120719171799004,1,0,1,10,4,1
stage1,29,188.271436890062,42610.72721815047,502606.86313732667,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.158978918795456,0,0,0,6,4,1
stage1,30,188.26955417569312,42610.72721815047,502595.4516605876,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1558656604738933,2,0,0,12,4,1
stage1,31,188.26767148015136,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,1,5,4,0
stage1,32,188.26578880343658,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,0,4,4,0
stage1,33,188.26390614554856,42610.72721815047,402610.54698106,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6896661814437781,1,0,0,12,4,1
stage1,34,188.2620235064871,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,8,4,0
stage1,35,188.26014088625206,42610.72721815047,402611.41840164963,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.689903920823558,0,0,0,10,4,1
stage1,36,188.2582582848432,42610.72721815047,402696.34614871425,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7130737542576915,2,0,1,10,4,1
stage1,37,188.25637570226036,42610.72721815047,402610.1393402073,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6895549696080039,2,0,0,11,4,1
stage1,38,188.25449313850334,42610.72721815047,402634.8528050151,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6962972521124782,0,0,1,8,4,1
stage1,39,188.25261059357197,42610.72721815047,402612.9227163946,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6903143252352757,1,0,1,7,4,1
stage1,40,188.25072806746604,42610.72721815047,402610.54698106,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6896661814437781,0,0,0,7,4,1
stage1,41,188.24884556018537,42610.72721815047,502795.4607978817,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.2104317894079895,2,0,0,9,4,1
stage1,42,188.24696307172977,42610.72721815047,402610.57938665716,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6896750222798333,1,0,0,7,4,1
stage1,43,188.24508060209905,42610.72721815047,502612.09833551134,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1604071760391195,2,0,1,10,4,1
stage1,44,188.24319815129303,42610.72721815047,402698.53895995975,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7136719930320354,2,0,0,12,4,1
stage1,45,188.24131571931153,42610.72721815047,402610.3946069774,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.689624611023804,0,0,0,9,4,1
stage1,46,188.23943330615435,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,4,4,0
stage1,47,188.2375509118213,42610.72721815047,402611.6274479268,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6899609524485462,2,0,1,12,4,1
stage1,48,188.2356685363122,42610.72721815047,602715.829370419,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.6590246451478783,1,0,1,4,4,1
stage1,49,188.23378617962686,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,10,4,0
stage1,50,188.23190384176507,42610.72721815047,602796.7226679177,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.681093807391825,1,0,1,11,4,1
stage1,51,188.23002152272667,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,9,4,0
stage1,52,188.22813922251146,42610.72721815047,602823.4216872075,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.6883777852574977,1,0,0,8,4,1
stage1,53,188.22625694111923,42610.72721815047,402685.6074248823,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7101440351602182,0,0,0,12,4,1
stage1,54,188.22437467854982,42610.72721815047,402766.18751207704,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7321277479389143,0,0,0,12,4,1
stage1,55,188.22249243480306,42610.72721815047,502642.7644589984,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.168773452054023,0,0,1,9,4,1
stage1,56,188.2206102098787,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,5,4,0
stage1,57,188.21872800377662,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,9,4,0
stage1,58,188.2168458164966,42610.72721815047,402675.93417553673,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7075049968735423,2,0,1,9,4,1
stage1,59,188.21496364803843,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,7,4,0
stage1,60,188.21308149840198,42610.72721815047,402786.75568689505,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7377391199704246,0,0,0,11,4,1
stage1,61,188.211199367587,42610.72721815047,402635.28223152825,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6964144074724876,1,0,0,4,4,1
stage1,62,188.20931725559333,42610.72721815047,402609.80540537357,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6894638661142576,2,0,0,8,4,1
stage1,63,188.20743516242078,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,0,9,4,0
stage1,64,188.20555308806917,42610.72721815047,402613.6226330342,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6905052752194476,2,0,1,9,4,1
stage1,65,188.2036710325383,42610.72721815047,402612.6361990631,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6902361580981948,2,0,1,12,4,1
stage1,66,188.20178899582797,42610.72721815047,402635.28223152825,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6964144074724876,1,0,0,9,4,1
stage1,67,188.199906977938,42610.72721815047,402691.55368793453,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7117662838273213,0,0,1,4,4,1
stage1,68,188.19802497886823,42610.72721815047,402684.48681487,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.709838312375522,0,0,0,10,4,1
stage1,69,188.19614299861846,42610.72721815047,402753.75761609746,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7287366463330813,1,0,0,9,4,1
stage1,70,188.19426103718848,42610.72721815047,502595.67294608266,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1559260311800323,2,0,1,10,4,1
stage1,71,188.19237909457811,42610.72721815047,502684.6950014851,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1802128663655935,1,0,1,7,4,1
stage1,72,188.19049717078718,42610.72721815047,602680.0734367132,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.6492697763696245,2,0,1,9,4,1
stage1,73,188.18861526581549,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,12,4,0
stage1,74,188.18673337966283,42610.72721815047,402678.9048397938,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7083154480912504,2,0,1,8,4,1
stage1,75,188.18485151232903,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,12,4,0
stage1,76,188.1829696638139,42610.72721815047,402610.3946069774,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.689624611023804,2,0,0,8,4,1
stage1,77,188.18108783411728,42610.72721815047,402614.6105371551,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6907747934243034,0,0,1,4,4,1
stage1,78,188.17920602323895,42610.72721815047,402611.60060725774,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6899536298260556,2,0,1,9,4,1
stage1,79,188.17732423117872,42610.72721815047,402609.6066081381,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6894096306141746,0,0,0,7,4,1
stage1,80,188.1754424579364,42610.72721815047,402610.1393402073,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6895549696080039,2,0,1,8,4,1
stage1,81,188.17356070351184,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,1,8,4,0
stage1,82,188.17167896790482,42610.72721815047,502640.0689013243,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1680380549137537,1,0,1,10,4,1
stage1,83,188.16979725111514,42610.72721815047,402699.97093444125,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7140626617046923,0,0,0,12,4,1
stage1,84,188.16791555314265,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,4,4,0
stage1,85,188.16603387398712,42610.72721815047,402617.51441301213,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6915670235522107,1,0,1,4,4,1
stage1,86,188.16415221364838,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,11,4,0
stage1,87,188.16227057212626,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,8,4,0
stage1,88,188.16038894942054,42610.72721815047,402609.6066081381,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6894096306141746,1,0,0,8,4,1
stage1,89,188.15850734553106,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,0,7,4,0
stage1,90,188.15662576045762,42610.72721815047,402615.94951989833,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6911400922601232,0,0,1,12,4,1
stage1,91,188.15474419420002,42610.72721815047,502595.4516605876,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1558656604738933,2,0,1,11,4,1
stage1,92,188.15286264675808,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,1,8,4,0
stage1,93,188.15098111813163,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,10,4,0
stage1,94,188.14909960832045,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,0,4,4,0
stage1,95,188.14721811732437,42610.72721815047,402638.2809116739,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.697232501933935,1,0,1,10,4,1
stage1,96,188.1453366451432,42610.72721815047,502605.74252731435,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1586731960107595,1,0,1,5,4,1
stage1,97,188.14345519177675,42610.72721815047,402787.8832952142,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7380467520204508,1,0,1,11,4,1
stage1,98,188.14157375722485,42610.72721815047,402725.9823349519,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7211590446661222,1,0,1,9,4,1
stage1,99,188.1396923414873,42610.72721815047,402817.05217467336,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7460045526437824,1,0,0,7,4,1
stage1,100,188.13781094456388,42610.72721815047,602857.0768424132,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.6975595234675347,2,0,1,10,4,1
stage1,101,188.13592956645445,42610.72721815047,502611.70483772265,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.160299822688357,1,0,1,11,4,1
stage1,102,188.1340482071588,42610.72721815047,402615.3017206543,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6909633608489902,2,0,1,12,4,1
stage1,103,188.13216686667673,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,1,0,0,4,4,0
stage1,104,188.13028554500806,42610.72721815047,402618.2973986478,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6917806362687544,0,0,1,5,4,1
stage1,105,188.1284042421526,42610.72721815047,602755.5538085812,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.6698621940914884,2,0,0,12,4,1
stage1,106,188.1265229581102,42610.72721815047,502802.10385456844,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.2122441360466807,1,0,0,9,4,1
stage1,107,188.12464169288063,42610.72721815047,502686.5078939126,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1807074563792304,2,0,0,12,4,1
stage1,108,188.1227604464637,42610.72721815047,402631.1554506928,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.695288546633355,1,0,1,10,4,1
stage1,109,188.12087921885924,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,10,4,0
stage1,110,188.11899801006706,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,1,4,4,0
stage1,111,188.11711682008698,42610.72721815047,502681.48087699356,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1793359947696778,0,0,0,11,4,1
stage1,112,188.1152356489188,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,1,8,4,0
stage1,113,188.11335449656232,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,9,4,0
stage1,114,188.11147336301735,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,1,7,4,0
stage1,115,188.10959224828372,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,12,4,0
stage1,116,188.10771115236125,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,2,0,0,5,4,0
stage1,117,188.10583007524974,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,11,4,0
stage1,118,188.103949016949,42610.72721815047,402610.72721815045,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.6897153533988707,0,0,0,8,4,0
stage1,119,188.10206797745883,42610.72721815047,502609.0916647888,42610.72721815047,2610.727218150465,2610.727218150465,0,-2.1595869016030225,1,0,1,8,4,1
stage1,120,188.10018695677905,42610.72721815047,402683.51839764015,42610.72721815047,2610.727218150465,2610.727218150465,0,-1.7095741105488482,2,0,0,4,4,1
stage2,1,196.8374472640979,2728.7464319945275,2737.045365073736,2728.7464319945275,2737.045365073736,2728.7464319945275,1,-0.002737168863956401,2,0,1,11,0,1
stage2,2,196.54219109320178,2737.045365073736,2737.045365073736,2728.7464319945275,2737.045365073736,2728.7464319945275,1,0.0,2,0,0,7,0,0
stage2,3,196.24737780656199,2737.045365073736,2737.045365073736,2728.7464319945275,2737.045365073736,2728.7464319945275,1,0.0,1,0,0,12,0,0
stage2,4,195.95300673985216,2737.045365073736,2766.1545025647333,2728.7464319945275,2766.1545025647333,2728.7464319945275,1,-0.009571717033338952,1,0,1,6,0,1
stage2,5,195.6590772297424,2766.1545025647333,2762.1545025647333,2728.7464319945275,2762.1545025647333,2728.7464319945275,1,0.0013014457423336761,0,0,0,9,0,1
stage2,6,195.36558861389778,2762.1545025647333,2768.2151693618785,2728.7464319945275,2768.2151693618785,2728.7464319945275,1,-0.0019747628571703275,1,0,1,8,0,1
stage2,7,195.07254023097695,2768.2151693618785,2768.2151693618785,2728.7464319945275,2768.2151693618785,2728.7464319945275,1,0.0,2,0,0,6,0,0
stage2,8,194.7799314206305,2768.2151693618785,2851.042726424091,2728.7464319945275,2851.042726424091,2728.7464319945275,1,-0.026928832043491505,0,0,1,11,0,1
stage2,9,194.48776152349956,2851.042726424091,2841.1940729564517,2728.7464319945275,2841.1940729564517,2728.7464319945275,1,0.0031089636218790996,2,0,0,5,0,1
stage2,10,194.19602988121432,2841.1940729564517,2820.438312865147,2728.7464319945275,2820.438312865147,2728.7464319945275,1,0.006574765258022729,2,0,0,5,0,1
stage2,11,193.9047358363925,2820.438312865147,2819.7471293659664,2728.7464319945275,2819.7471293659664,2728.7464319945275,1,0.00022055619739140336,1,0,1,9,0,1
stage2,12,193.61387873263791,2819.7471293659664,2819.7471293659664,2728.7464319945275,2819.7471293659664,2728.7464319945275,1,0.0,1,0,0,5,0,0
stage2,13,193.32345791453898,2819.7471293659664,2819.7471293659664,2728.7464319945275,2819.7471293659664,2728.7464319945275,1,0.0,0,0,0,5,0,0
stage2,14,193.03347272766717,2819.7471293659664,2764.5826649252353,2728.7464319945275,2764.5826649252353,2728.7464319945275,1,0.01760725899127755,2,0,1,8,0,1
stage2,15,192.7439225185757,2764.5826649252353,2764.989437470614,2728.7464319945275,2764.989437470614,2728.7464319945275,1,-0.00013242334746781575,0,0,1,5,0,1
stage2,16,192.45480663479785,2764.989437470614,2764.007010737672,2728.7464319945275,2764.007010737672,2728.7464319945275,1,0.0003197784583426386,2,0,0,11,0,1
stage2,17,192.16612442484566,2764.007010737672,2771.3918388110865,2728.7464319945275,2771.3918388110865,2728.7464319945275,1,-0.0024046050680238107,2,0,1,8,0,1
stage2,18,191.87787523820842,2771.3918388110865,22993.506514367917,2728.7464319945275,2771.3918388110865,2728.7464319945275,0,-1.5173538403010114,1,0,1,12,0,1
stage2,19,191.59005842535112,2771.3918388110865,2983.3883434819254,2728.7464319945275,2771.3918388110865,2728.7464319945275,0,-0.0688451382196485,0,0,0,12,0,1
stage2,20,191.3026733377131,2771.3918388110865,2771.3918388110865,2728.7464319945275,2771.3918388110865,2728.7464319945275,1,0.0,2,0,0,4,0,0
stage2,21,191.01571932770653,2771.3918388110865,12746.089422839366,2728.7464319945275,2771.3918388110865,2728.7464319945275,0,-0.7143945575280589,1,0,0,8,0,1
stage2,22,190.72919574871497,2771.3918388110865,2765.988714573654,2728.7464319945275,2765.988714573654,2728.7464319945275,1,0.0017546460755168715,1,0,0,8,0,1
stage2,23,190.44310195509192,2765.988714573654,2765.581942028275,2728.7464319945275,2765.581942028275,2728.7464319945275,1,0.00013235603200836772,2,0,0,9,0,1
stage2,24,190.15743730215928,2765.581942028275,2765.581942028275,2728.7464319945275,2765.581942028275,2728.7464319945275,1,0.0,1,0,0,7,0,0
stage2,25,189.87220114620604,2765.581942028275,2765.581942028275,2728.7464319945275,2765.581942028275,2728.7464319945275,1,0.0,1,0,0,5,0,0
stage2,26,189.58739284448674,2765.581942028275,2765.581942028275,2728.7464319945275,2765.581942028275,2728.7464319945275,1,0.0,1,0,0,12,0,0
stage2,27,189.30301175522,2765.581942028275,2733.803653961385,2728.7464319945275,2733.803653961385,2728.7464319945275,1,0.010341570005778084,2,0,1,12,0,1
stage2,28,189.0190572375872,2733.803653961385,2741.2551664973357,2728.7464319945275,2741.2551664973357,2728.7464319945275,1,-0.002453124705074529,1,0,1,11,0,1
stage2,29,188.73552865173082,2741.2551664973357,2740.196668587612,2728.7464319945275,2740.196668587612,2728.7464319945275,1,0.0003475225985506302,1,0,1,11,0,1
stage2,30,188.45242535875323,2740.196668587612,2740.196668587612,2728.7464319945275,2740.196668587612,2728.7464319945275,1,0.0,0,0,0,6,0,0
stage2,31,188.16974672071512,2740.196668587612,2744.838556064072,2728.7464319945275,2744.838556064072,2728.7464319945275,1,-0.0015245981343986058,1,0,1,12,0,1
stage2,32,187.88749210063406,2744.838556064072,2742.914758560003,2728.7464319945275,2742.914758560003,2728.7464319945275,1,0.0006307903792143571,0,0,1,12,0,1
stage2,33,187.60566086248312,2742.914758560003,12733.71133865954,2728.7464319945275,2742.914758560003,2728.7464319945275,0,-0.7270839225447306,0,0,0,11,0,1
stage2,34,187.3242523711894,2742.914758560003,2739.439752911585,2728.7464319945275,2739.439752911585,2728.7464319945275,1,0.0011402122774016531,2,0,0,8,0,1
stage2,35,187.04326599263263,2739.439752911585,2739.439752911585,2728.7464319945275,2739.439752911585,2728.7464319945275,1,0.0,1,0,0,8,0,0
stage2,36,186.7627010936437,2739.439752911585,12720.318657812382,2728.7464319945275,2739.439752911585,2728.7464319945275,0,-0.7247467306194354,1,0,0,8,0,1
stage2,37,186.48255704200324,2739.439752911585,2739.439752911585,2728.7464319945275,2739.439752911585,2728.7464319945275,1,0.0,1,0,0,9,0,0
stage2,38,186.20283320644023,2739.439752911585,2734.5843066999805,2728.7464319945275,2734.5843066999805,2728.7464319945275,1,0.0015951807612485302,2,0,0,11,0,1
stage2,39,185.92352895663058,2734.5843066999805,2734.5843066999805,2728.7464319945275,2734.5843066999805,2728.7464319945275,1,0.0,1,0,0,8,0,0
stage2,40,185.64464366319564,2734.5843066999805,2734.5843066999805,2728.7464319945275,2734.5843066999805,2728.7464319945275,1,0.0,0,0,1,6,0,0
stage2,41,185.36617669770087,2734.5843066999805,2734.5843066999805,2728.7464319945275,2734.5843066999805,2728.7464319945275,1,0.0,0,0,0,4,0,0
